word,gt_snippet,whisper_snippet,folder
uh,and then my second one is as you think about uh the landscape of providers you know out five or or,into the future and then my second one is as you think about the landscape of providers out five or,
uh,providers you know out five or or 10 years ago uh from now rather five or 10 years from now what,the landscape of providers out five or ten years ago from now rather 5 or 10 years from now what,
uh,are out there having illumina involved in in this particular uh way it means that there s gonna be one you,are out there having alumina involved in this particular way it means that there s going to be one obviously,
uh,you know obviously very large scale player the ways to uh to come at this particular market can you talk about,be one obviously very large scale player the way is to come at this particular market and you talk about,
uh,you see that looking and what is the importance of uh the rather substantial ip portfolio uh that uh you had,you see that looking and what is the importance of the rather substantial ip portfolio that you ve francis and,
uh,is the importance of uh the rather substantial ip portfolio uh that uh you had flagged uh francis and hans as,that looking and what is the importance of the rather substantial ip portfolio that you ve francis and hans as,
uh,importance of uh the rather substantial ip portfolio uh that uh you had flagged uh francis and hans as you think,importance of the rather substantial ip portfolio that you ve francis and hans as you think about what that landscape,
uh,rather substantial ip portfolio uh that uh you had flagged uh francis and hans as you think about what that landscape,importance of the rather substantial ip portfolio that you ve francis and hans as you think about what that landscape,
uh,and the second one is how do we think the uh landscape for cancer detection assays will play out would there,and the second one is how how do we think the landscape for cancer reduction as it will play out,
uh,let me go to the first one you know the uh i absolutely am comfortable you know saying that we expect,players so let me go through the first one you know the absolutely comfortable you know saying that we expect,
uh,double digit growth in terms of how we expect the uh cancer detection market to play out now this is a,double digit core in terms of how we expect the cancer detection market to play out now this is the,
uh,and so we expect that there will be multiple approaches uh for this market that you know some will focus on,market and so we expect that there will be multiple approaches for this market that you know some will focus,
uh,that s how we ve modeled you know sort of uh the revenues for us that we expect there to be,pan cancer and and frankly that s how we modeled the revenues for us that we expect there to be,
uh,press release we posted a short deck of supplemental material uh regarding the quarter onto our website that s available for,press release we posted a short deck of supplemental material regarding the quarter onto our website that s available for,
uh,and now i will turn the call over to ryan uh thank you ellen and good morning to our listeners uh,you and now i will turn the call over to ryan thank you all and good morning to our listeners,
uh,uh thank you ellen and good morning to our listeners uh before we get into our third quarter results i ll,ryan thank you all and good morning to our listeners before we get into our third quarter results i ll,
uh,looks like there s some moving pieces around cash flows uh affiliate distributions and some other factors there so i was,looks like there are some moving pieces around cash flows affiliate distributions and some other factors there so i was,
uh,cfo in the quarter yeah thanks phil i ll let uh bill bill bullock can answer that for you thanks hi,clean cfo in the quarter yeah thanks phil i ll let bill bullock can answer that for you thanks hi,
uh,audit settlement totalling 130 million of that but we also uh uh had curtailments in the quarter of about uh 90,audit settlement totaling 130 million of that but we also had curtailments in the quarter of about 90 000 barrels,
uh,settlement totalling 130 million of that but we also uh uh had curtailments in the quarter of about uh 90 000,settlement totaling 130 million of that but we also had curtailments in the quarter of about 90 000 barrels a,
uh,also uh uh had curtailments in the quarter of about uh 90 000 barrels a day so the foregone cash flow,also had curtailments in the quarter of about 90 000 barrels a day so the foregone cash flow for that,
uh,a distribution from aplng in the quarter we received distributions uh uh in through the second quarter of about 500 million,distribution from apl and g in the quarter we received distributions through the second quarter of about 500 million from,
uh,distribution from aplng in the quarter we received distributions uh uh in through the second quarter of about 500 million from,distribution from apl and g in the quarter we received distributions through the second quarter of about 500 million from,
uh,a number of moving parts there as you described and uh yeah we ve had a few people point out that,number of moving parts there you described and yeah we ve had a few people point out that they thought,
uh,i ll matt add a little bit of color to uh uh those details yeah the the if you if you,i ll let matt add a little bit of color to those details yeah if you look at the clean,
uh,ll matt add a little bit of color to uh uh those details yeah the the if you if you look,let matt add a little bit of color to those details yeah if you look at the clean third quarter,
uh,the organization so two questions yeah thanks doug i ll uh maybe start to let dominic uh add a few few,the organization there are two questions yeah thanks doug i ll maybe start let dominic add a few comments to,
uh,thanks doug i ll uh maybe start to let dominic uh add a few few comments inaudible you know when we,two questions yeah thanks doug i ll maybe start let dominic add a few comments to your ride when we,
uh,of other synergy numbers that people put out there and uh it seems like a fair amount of arm waving we,of other synergy numbers that people put out there and it seems like a fair amount of arm waving we,
uh,want to be pretty specific about the 500 million that uh that we describe but i if you re the second,want to be pretty specific about the 500 million that we described but if you re the the second page,
uh,alluding to a little bit then i can let dominic uh add on is we yeah we fully expect that we,alluding to a little bit that i can let dominic add on is we fully expect that we re going,
uh,yeah we fully expect that we are going to get uh additional opportunity either through price uplift or various other forms,is we fully expect that we re going to get additional opportunity either through price uplift or various other forms,
uh,opportunity either through price uplift or various other forms to uh add add add incremental value to this transaction dominic maybe,opportunity either through price uplift or various other forms to add at an incremental value to this transaction dominic maybe,
uh,incremental value to this transaction dominic maybe you could describe uh a little bit of what the integration team is gonna,incremental value to this transaction dominic maybe you could describe a little bit of what the integration team is going,
uh,the integration team is gonna be looking at yeah thanks uh thanks ryan and doug uh thanks for the question you,the integration team is going to be looking at yeah thanks thanks ryan and doug thanks for the question you,
uh,be looking at yeah thanks uh thanks ryan and doug uh thanks for the question you know actually we re very,be looking at yeah thanks thanks ryan and doug thanks for the question you know obviously we re very focused,
uh,can outline those in our in our in our deck uh i think just to talk more about those specifically i,we can outline those in our in our in our deck i think just to talk more about those specifically,
uh,we have a very strong commercial group at conocophillips so uh we re certainly exited about about that you know concho,realizations so you know we have a very strong commercial group so we re certainly excited about that you know,
uh,the delaying completion costs the performance has been excellence and uh they re further down thee learning curve than us there,completion cost the performance has been excellent and they re further down the learning curve than us there so we,
uh,purchasing power scale flexibility so we re anticipating you know uh upside in all these areas and and some additional areas,increased purchasing power scale flexibility so we re anticipating you know upside in all these areas and some additional areas,
uh,these areas and and some additional areas too that that uh w w w we will be working on in the,you know upside in all these areas and some additional areas too that we ll be working on in the,
uh,talking about these we re pretty excited about it and uh we ll be look forward to see how these develop,already talking about these we re pretty excited about it and we ll look forward to see how these develop,
uh,these develop through next year and maybe your last question uh doug uh so dominic mentioned will inaudible and then what,to see how these develop through next year and maybe your last question doug so dominic mentioned will were and,
uh,through next year and maybe your last question uh doug uh so dominic mentioned will inaudible and then what tim you,develop through next year and maybe your last question doug so dominic mentioned will were and then what tim you,
uh,really have in in the permian given their long time uh association and and presence there and what tim s built,networks and we really have in the permian given their long time association and presence there and what tim s,
uh,view or our view of what it s gonna take uh to to really succeed and beat the competition so and,view or our view of what it s going to take to really succeed and beat the competition so and,
uh,committed to a successful deal and and we re both uh committed to getting the secret sauce that is conocophillips combined,do a successful deal and we re both committed to getting the secret sauce that is conico philips combined with,
uh,ahead your line is open great thank guys i appreciate uh you guys taking the questions so the first is a,ahead your line is open great thanks guys i appreciate you guys taking the questions so the first is a,
uh,questions so the first is a follow up on crosstalk uh d uh distributions including from aplng but just equity affiliates,taking the questions so the first is a follow up on distributions including from aplg but just equity affiliates broadly,
uh,the first is a follow up on crosstalk uh d uh distributions including from aplng but just equity affiliates broadly just,taking the questions so the first is a follow up on distributions including from aplg but just equity affiliates broadly,
uh,coming into the business yeah sure neil this is bill uh i think a a as you re thinking about equity,those distributions coming into the business yes sure neil this is bill i think as you re thinking about equity,
uh,talked in the past at how they aren t rateable uh you should be thinking about the distributions from aplng i,talked in the past to how they aren t rateable you should be thinking about the distributions from apl and,
uh,about the distributions from aplng i in terms of being uh more significant in the second and fourth quarter a and,about the distributions from apl and g in terms of being more significant in the second and fourth quarter and,
uh,yeah it w it was really just about alaska and uh i know we re a couple of days away from,second follow up yeah it was really just about alaska and i know we re a couple days away from,
uh,very sensitive topic but just sort of your your temperature uh on on uh on the fair share act and just,very specific topic but just sort of your temperature on the fair share act in general your message around alaska,
uh,but just sort of your your temperature uh on on uh on the fair share act and just in general your,is probably a very specific topic but just sort of your temperature on the fair share act in general your,
uh,and and investment there yeah you bet i ll let uh matt s uh ma matt s been following that closely,cadence of spend and investment there yeah you bet i ll let matt matt matt s been following that closely,
uh,there yeah you bet i ll let uh matt s uh ma matt s been following that closely i have to,and investment there yeah you bet i ll let matt matt matt s been following that closely i have to,
uh,matt s been following that closely i have to but uh matt s got a can can answer yeah neil the,matt s been following that closely i have to but matt s got a good answer yeah i mean as,
uh,the ballot measure would impose a tax increase in production uh the uh and that s gonna have two problems two,the ballot measure would impose a tax increase in production and that s going to have two problems two adverse,
uh,measure would impose a tax increase in production uh the uh and that s gonna have two problems two adverse the,measure would impose a tax increase in production and that s going to have two problems two adverse effects it,
uh,the tax increase is not gonna resume in 2021 and uh maybe beyond that so the uh you know alaska jobs,targets of the tax increase is not going resuming 2021 and maybe beyond that so the you know alaska jobs,
uh,resume in 2021 and uh maybe beyond that so the uh you know alaska jobs contract labor all the associated services,going resuming 2021 and maybe beyond that so the you know alaska jobs contract labor all the associated these services,
uh,and they ve opposed for the most part opposing the uh the change in the taxation but it s now up,ll be right back for the most part opposing the change in the tax regime but it s now up,
uh,have to be we have to be clear with the uh alaska voters on the willow project itself the the we,as if we have to be clear with with the alaska boers on the willow project itself we passed a,
uh,from the the dlm after more than two years of uh process so that keeps us on track with the project,decision from the blm after more than two years of process so that keeps us on track with the project,
uh,understand that that that permit was received under the 2013 uh integrated activity plan for the national petroleum reserve and those,that that permit was received under the 2013 integrated activity plan for the national petroleum reserve and those are rules,
uh,and taxes are not increased if it passes we ll uh we ll need to reconsider the timing because although willow,measure fails when taxes are not increased if it passes we ll need to reconsider the timing because although willow,
uh,effects on the other fields because of the lack of uh available available capital and then the last one is the,the other fields because of the lack of available capital and then the last one is the federal land permitting,
uh,one is the federal land um permitting in alaska the uh um you know more generally if there s a change,then the last one is the federal land permitting in alaska you know more generally if there s a change,
uh,of the production now inaudible production gmt 2 in particular uh is on federal land but it s well underway first,of the production now some coming production gmt 2 in particular is on federal land but it s well underway,
uh,at all willow s on federal land of course um uh but neither willow nor gmt 1 or gmt 2 the,be affected at all willows on federal land of course but neither willow nor gmt 1 or gmt 2 the,
uh,willow nor gmt 1 or gmt 2 the federal land uh drill sites is uh inaudible conventional inaudible to simulation techniques,neither willow nor gmt 1 or gmt 2 the federal land drill sites use anything other than conventional simulation techniques,
uh,or gmt 2 the federal land uh drill sites is uh inaudible conventional inaudible to simulation techniques so if the issue,1 or gmt 2 the federal land drill sites use anything other than conventional simulation techniques so a fish is,
uh,for taking our call crosstalk good morning jenine good morning uh maybe sorry just one more on alaska if i could,afternoon everyone thanks for taking our call good morning jeanine good morning maybe sorry just one more on alaska if,
uh,know that you need resolution on ballot measure 1 first uh but is that 25 sell down still the case now,know that you need resolution on ballot measure one first but is that 25 sell down still the case now,
uh,any decisions em yeah jenine this is matt matt again uh we didn t we didn t really say it was,potentially overturn any decision i m yeah janine this is matt matt s again we didn t really say it,
uh,timing of that down until we get some of these uh uncertainties resolved so it s still on the cards that,timing of that down until we get some of these uncertainties resolved so it s still on the cards that,
uh,it s still on the cards that we ll make uh an adjustment to equity um uh in the uh in,it s still on the cards that will make an adjustment to equity alaska but we may still continue to,
uh,that we ll make uh an adjustment to equity um uh in the uh in alaska um but but we may,uncertainties resolved so it s still on the cards that will make an adjustment to equity alaska but we may,
uh,make uh an adjustment to equity um uh in the uh in alaska um but but we may still continue to,it s still on the cards that will make an adjustment to equity alaska but we may still continue to,
uh,continue to proceed with the project in the mean time uh so so so so the the timing of the project,alaska but we may still continue to proceed with the project in the meantime so the timing of the project,
uh,is what i m i m saying on the um uh ballot measure 1 and can the could the legislature overrule,the sell down i guess is what i m seeing on the ballot measure one and can the legislature overrule,
uh,inaudible for that they would have to come up with uh an alternative that was that was uh that was substantially,take a little bit of time for that we d have to come up with a an alternative that was,
uh,come up with uh an alternative that was that was uh that was substantially similar uh or or or the they,come up with a an alternative that was substantially similar so it wouldn t be disunlikely that they would overturn,
uh,alternative that was that was uh that was substantially similar uh or or or the they um um so it wouldn,alternative that was substantially similar so it wouldn t be disunlikely that they would overturn it you know but lock,
uh,follow up question is just on the cash allocation priorities uh you indicated in your prepared remarks that 2021 capex should,follow up question is just on the cash allocation priorities and you indicated in your preparatory remarks that 2021 capex,
uh,we is we think about the the forward curve or uh in thinking about our plans for 202 and again i,as we think about the forward curve we re thinking about our plans for 2020 and again i mentioned those,
uh,of cash flow are we projecting to to make and uh you know we we have the we have the benefit,supply but it s also what kind of cash flow are we projecting to make and we have the benefit,
uh,but y certainly we d be also trying to balance uh the the cash we re making with the capex that,we need to but certainly we d be also trying to balance the cash for making with the capex that,
uh,that we re spending and the and the dividend that uh today uh uh satisfies 30 of our return criteria and,making with the capex that we re spending in the dividend that today satisfies 30 of our return criteria and,
uh,re spending and the and the dividend that uh today uh uh satisfies 30 of our return criteria and more given,the capex that we re spending in the dividend that today satisfies 30 of our return criteria and more given,
uh,spending and the and the dividend that uh today uh uh satisfies 30 of our return criteria and more given the,spending in the dividend that today satisfies 30 of our return criteria and more given the kinds of prices that,
uh,that we re seeing so certainly some headwinds into the uh commodity price outlook right now some uh you know with,of prices that we re seeing so certainly some headwinds into the commodity price i ll look right now with,
uh,headwinds into the uh commodity price outlook right now some uh you know with covid resurgence some demand certainly hasn t,seeing so certainly some headwinds into the commodity price i ll look right now with covid resurgence some demand certainly,
uh,you know for inaudible capex it will be very similar uh on the year over year basis what would the inaudible,long camp so it would be very similar on a year over year basis what would the conic of stentable,
uh,inaudible look like relative to the the fourth quarter inaudible uh under that scenario uh yeah josh the the the we,look like relative to the fourth quarter 20 volumes under that scenario hurry up yeah josh we d expect it,
uh,to the the fourth quarter inaudible uh under that scenario uh yeah josh the the the we would we would be,to the fourth quarter 20 volumes under that scenario hurry up yeah josh we d expect it under that scenario,
uh,we need about 3 8 for for for for conocophillips uh to stand alone and that would sustain production a a,we d need about 3 8 for conocophillips standalone and that would sustain production at one point roughly a bit,
uh,roughly you know just below 1 2 millions inaudible the uh um but but the low cost of supply that we,a bit below 1 2 million pounds would be but with the low cost of supply that we have in,
uh,and and start 2020 with that sort of tactical um uh sustaining program and then see how demand recovery and supply,in the start 2020 with that sort of tactical and sustained program and then see how demand recovery and supply,
uh,keep um production flat but we will completely shut down uh projects like willow our exploration activity uh those those things,keep production flat but we wouldn t completely shut down projects like willow or exploration activity but those things will,
uh,completely shut down uh projects like willow our exploration activity uh those those things will still continue like with the anticipation,completely shut down projects like willow or exploration activity but those things will still continue with the anticipation that they,
uh,things will still continue like with the anticipation that the uh ultimately we d move away from simply sustaining uh back,activity but those things will still continue with the anticipation that they ultimately would move away from simply sustaining back,
uh,the uh ultimately we d move away from simply sustaining uh back to some modest growth so those are the things,anticipation that they ultimately would move away from simply sustaining back to some modest growth so those are the things,
uh,the at the capital level going in next year but uh that s something we ll we ll continue to watch,production at the at the capital level going in next year but that s something we ll continue to watch,
uh,are the the lowest emission part of the portfolio and uh the concho assets only add to that uh i m,or the lowest emission part of the portfolio and the contrast is only added to that so i m curious,
uh,portfolio and uh the concho assets only add to that uh i m curious what the highest emission asset and does,portfolio and the contrast is only added to that so i m curious what the highest emission asset is and,
uh,the portfolio inaudible in the operating portfolio is really is uh oil sands the that s why we are so focused,now in the operated portfolio it s really it s a oil sense that s why we re so focused,
uh,the that s why we are so focused on on uh looking at ways to bring oil sands s emissions down,oil sense that s why we re so focused on looking at ways to bring oil sands emissions down and,
uh,at ways to bring oil sands s emissions down and uh and we ve got a lot of uh inaudible in,focused on looking at ways to bring oil sands emissions down and we ve got a lot of irels on,
uh,down and uh and we ve got a lot of uh inaudible in the file there um we re gonna we,down and we ve got a lot of irels on the fire there we re going to extend their non,
uh,non condensable gas injection which brings down steam oil ratio uh by keeping heat in the reservoir and of course it,their non condensable gas injection which brings down steam oil ratio by keeping heat in the reservoir and of course,
uh,intensity eh we re also gonna be deploying um more uh uh of these full control devices that bring that brings,drives the emissions intensity we re also going to be deploying more of these flow control devices that brings this,
uh,eh we re also gonna be deploying um more uh uh of these full control devices that bring that brings the,the emissions intensity we re also going to be deploying more of these flow control devices that brings this to,
uh,brings the steam oil ratio down we re moving to uh add some sustaining pads as some of pads get older,to a more reassured down we re moving to add some sustaining pads if some of the pads get older,
uh,board is we re looking at all of our um uh uh greenhouse gases intensity across every asset that we have,across the board is we re looking at all of our greenhouse gas intensely across every asset that we have,
uh,is we re looking at all of our um uh uh greenhouse gases intensity across every asset that we have and,across the board is we re looking at all of our greenhouse gas intensely across every asset that we have,
uh,do um to cost effectively bring that down the the uh and that s what our we bring that process together,what can we do to cost effectively bring that down and that s what we re bringing that process together,
uh,what we call our marginal abatement cost curve um and uh we have about 100 projects in there just now like,what we call our marginal abatement cost curve and we have about a hundred projects in there just now now,
uh,some of them desktop exercises inaudible they are feasibility studies uh we spent about 90 million this year between capital and,exercises you know some of them are feasibility studies we re spending about 90 million this year between capital and,
uh,it s mostly driven by the fact that we re uh s s s strategic inaudible where we re investing we,mostly driven by the fact that we re it s a sort of strategic system where we re investing we,
uh,inaudible where we re investing we re investing in lower uh cap uh uh greenhouse gas intensity places like the unconventionals,sort of strategic system where we re investing we re investing in lower greenhouse gas intensity places like the unconventionals,
uh,we re investing we re investing in lower uh cap uh uh greenhouse gas intensity places like the unconventionals in the,strategic system where we re investing we re investing in lower greenhouse gas intensity places like the unconventionals in the,
uh,re investing we re investing in lower uh cap uh uh greenhouse gas intensity places like the unconventionals in the u,system where we re investing we re investing in lower greenhouse gas intensity places like the unconventionals in the u,
uh,like the unconventionals in the u s and canada um uh like willow up in alaska it s very low intensity,the unconventionals in the u s and canada and light will go up in alaska which is very low intensity,
uh,emissions and transfer the existing assets like the oil sands uh that s how we deliver the the uh uh the,emissions intensity of our existing assets like your oil sands that s how we ve delivered the reduction in emissions,
uh,oil sands uh that s how we deliver the the uh uh the reduction in uh emissions intensity over the next,existing assets like your oil sands that s how we ve delivered the reduction in emissions intensity over the next,
uh,sands uh that s how we deliver the the uh uh the reduction in uh emissions intensity over the next 10,assets like your oil sands that s how we ve delivered the reduction in emissions intensity over the next 10,
uh,how we deliver the the uh uh the reduction in uh emissions intensity over the next 10 years it s not,sands that s how we ve delivered the reduction in emissions intensity over the next 10 years it s not,
uh,the next 10 years it s not it s not uh crosstalk and we ve said that it s it s,the next 10 years it s not it s not and we ve said that it it and matt described,
uh,in dollars capital to go to deliver this this is uh small projects that uh that are currently baked into our,millions of dollars of capital to go deliver there it is small projects that that are currently baked into our,
uh,go to deliver this this is uh small projects that uh that are currently baked into our plans thank you our,to go deliver there it is small projects that that are currently baked into our plans we ll see you,
uh,open hey thank you and good morning morning rodger just uh i d like to to kick on really kind of,open hey thank you and good morning bernie rogers i d like to kick on really kind of a follow,
uh,ought to be nimble next for for hat comes what uh what will be the things you would looking at i,be nimble next year for what comes what uh what would be the things you would be looking at it,
uh,in 2 yeah i mean it would it would be uh macro we have to we have to see how the,in 21 yeah i mean it would be a macro we have to see how they how the demand responds,
uh,macro we have to we have to see how the uh uh how the demand responds to you know what looks,would be a macro we have to see how they how the demand responds to you know what it looks,
uh,we have to we have to see how the uh uh how the demand responds to you know what looks like,be a macro we have to see how they how the demand responds to you know what it looks like,
uh,how the demand responds to you know what looks like uh uh the slower response than people were hoping for um,how the demand responds to you know what it looks like at the slower response than people were hoping for,
uh,the demand responds to you know what looks like uh uh the slower response than people were hoping for um and,the demand responds to you know what it looks like at the slower response than people were hoping for and,
uh,be cautious about that we have look at how the uh the russian and opec can respond i mean they they,to just be cautious about that we have to look at how the prussia and opec respond they have a,
uh,have a inaudible coming up in the end of november uh and see i may go back to sort of drawing,have a move coming up at the end of november and see when we get back to sort of drawing,
uh,breakeven price to cover you know for flat production and uh to cover the dividends uh that s sustained when we,low break even price to cover you know for flat production and to cover the dividend that s sustained when,
uh,know for flat production and uh to cover the dividends uh that s sustained when we put the two companies together,you know for flat production and to cover the dividend that s sustained when we put the two companies together,
uh,ability to respond to um for the market inaudible is uh is very helpful so we re not gonna rush headlong,ability to respond to what the market is going to give us is very helpful so we re not going,
uh,we ll see how things play here over the next uh you know several months and then we ll make we,see how things play out here over the next the you know several months and then we ll make we,
uh,we go through crosstalk sorry i would add rodger that uh well it s it s it s not so much,and i would have roger there i m sorry i would add roger that well it s not so much,
uh,like and what it looks like for next year it uh it s it s sort of the longer term trajectory,like or what what it looks like for next year it it s sort of the longer term trajectory back,
uh,one or the other and maybe both um one quick uh kind of follow up unrelated to the first question but,definitely do one or the other and maybe both quick kind of follow up unrelated to the first question but,
uh,question but related to the merger some of the savings uh that you p that you cited were gonna be you,question but related to the merger some of the savings that you cited were going to be you know exploration,
uh,you p that you cited were gonna be you know uh exploration appraisal spending that doesn t have to happen i,that you cited were going to be you know exploration appraisal spending that doesn t have to happen i was,
uh,is that something that maybe becomes more likely to be uh disposed of you know or monetized uh in a different,space or is that something that maybe becomes more likely to be disposed of you know monetized in a different,
uh,likely to be uh disposed of you know or monetized uh in a different way yeah rodger it s dominic here,becomes more likely to be disposed of you know monetized in a different way yeah roger it s dominic here,
uh,way yeah rodger it s dominic here thank you so uh what we said was that we will continue focusing our,different way yeah roger it s dominic here thank you so what we said was that we will continue focusing,
uh,half our exploration capital from 300 15 so those those uh areas such as uh you know down in south america,half our exploration capital from 300 to 150 so those areas such as you know down in south america colombia,
uh,from 300 15 so those those uh areas such as uh you know down in south america colombia argentina and so,capital from 300 to 150 so those areas such as you know down in south america colombia argentina and so,
uh,good acreage there but um we ll be working to uh preserve value as we think about uh how how to,good acreage there but we ll be working to preserve value as we think about how to to exit those,
uh,be working to uh preserve value as we think about uh how how to um uh you know exit those areas,acreage there but we ll be working to preserve value as we think about how to to exit those areas,
uh,value as we think about uh how how to um uh you know exit those areas in in the future so,ll be working to preserve value as we think about how to to exit those areas in the future so,
uh,areas in in the future so more a question of uh dispositions in a managed way rather than those resources staying,those areas in the future so more a question of dispositions in a managed way rather than those resources staying,
uh,we have such a strong portfolio we will with poncho uh you know that uh we just think it s appropriate,portfolio we have such a strong portfolio we will with poncho you know that we just think it s appropriate,
uh,strong portfolio we will with poncho uh you know that uh we just think it s appropriate that we focus the,strong portfolio we will with poncho you know that we just think it s appropriate that we focus the the,
uh,not the there s not excessive capital employed associated with uh those assets but we ll as dominic said we ll,to where there s not there s not excessive capital employed associated with those assets but as dominic said we,
uh,capital markets please go ahead your line is open thanks uh could could you give us some color on you know,from scott handel from rbc capital markets please go ahead minus open thanks could you give us some color on,
uh,it mostly for us we re still a pretty big uh uh big marketer so we uh we were moving you,it mostly for us we re still a pretty big big marketer so we were moving over eight bcf gas,
uh,mostly for us we re still a pretty big uh uh big marketer so we uh we were moving you know,mostly for us we re still a pretty big big marketer so we were moving over eight bcf gas a,
uh,still a pretty big uh uh big marketer so we uh we were moving you know over 8 bcf of gas,it mostly for us we re still a pretty big big marketer so we were moving over eight bcf gas,
uh,marketing you know benefits you all see inaudible let bill uh he s heard of our commercial organization to maybe provide,all see i m sure i can let bill uh he s head of our commercial organization to maybe provide,
uh,maybe provide a bit of color there yeah sure so uh um scott we we have a very active commercial organization,organization to maybe provide a bit of color there yeah sure so scott we have a very active commercial organization,
uh,we re shipping gas for a a a a profit uh so you know out of that 800 eight 8 bcf,continue to move and we re shipping gas for a profit okay so you know up that 800 eight bcf,
uh,is open oh thanks good morning everybody um i wonder uh bill maybe i could start off with you and as,is open well thanks good morning everybody i wonder bill maybe i could start off with you and ask you,
uh,any way about that any scenarios that you ve run uh outcomes that you may expect yeah sure um we ve,thought anywhere about that in any scenarios that you ve run outcomes that you may expect yeah sure we ve,
uh,particularly in our capital program a a and needing to uh depreciate those overtime those are the two main aspects as,particularly in our capital program and and needing to depreciate those over time those are the two main aspects as,
uh,clearer i was talking about a potential biden administration and uh m maybe as a as a follow up and i,been clear i was talking about a potential biden administration and and maybe as a follow up then and i,
uh,the tidal wave scenarios and all the other scenarios that uh that you laid out at the strategy day um we,together the tidal wave scenarios and all the other scenarios that you laid out at the strategy day so we,
uh,comments and matt can jump in as as well but uh yeah we we spent a lot of time trying to,comments matt can jump in as well but yeah we spent a lot of time trying to think about what,
uh,like and probably a couple of competing factors we certainly uh see demand recovery we are uncertain whether it gets fully,looks like and and probably a couple of competing factors we certainly see demand recovery uncertain whether it gets fully,
uh,gets fully back to 100 million barrels a day but uh probably taking a a bit of uh bit of time,whether it gets fully back to 100 million barrels a day but probably taking a bit of a bit of,
uh,a day but uh probably taking a a bit of uh bit of time to to get there and then uh,a day but probably taking a bit of a bit of time to get there and then i think equally,
uh,uh bit of time to to get there and then uh i think equally important and maybe overlooked a little bit,of a bit of time to get there and then i think equally important and maybe overlooked a little bit,
uh,well so i can matt can probably chime in and uh describe a little bit about the net effect to uh,well so i can matt can probably chime in and describe a little bit about the and that effect to,
uh,uh describe a little bit about the net effect to uh the scenarios that we re thinking about as we uh,and describe a little bit about the and that effect to the scenarios that we re thinking about is we,
uh,uh the scenarios that we re thinking about as we uh debate our capital program and how much to to put,effect to the scenarios that we re thinking about is we debate our capital program and how much to put,
uh,and i have discussed this in the past that the uh if you look at the uh our expectations for the,now discussed this in the past if you look at our expectations for the exit rate for this year for,
uh,the past that the uh if you look at the uh our expectations for the exit rate for this year for,now discussed this in the past if you look at our expectations for the exit rate for this year for,
uh,the first quarter and into the second quarter at the uh so there s a significant underlying decline going on here,first quarter and into the second quarter so there s a significant underlying decline going on here when we model,
uh,we setting up for the bottom of a cycle here uh w w w it certainly feels that way because and,are we setting up for the bottom of a cycle here but the semi fuel s that way to us,
uh,exactly when it turns will be dependent upon the um uh uh demand and and the covid and how what opec,exactly when it turns be dependent upon the demand and the covid and what opec do in the short term,
uh,when it turns will be dependent upon the um uh uh demand and and the covid and how what opec do,us and they re exactly when it turns be dependent upon the demand and the covid and what opec do,
uh,tight tighter supply demand balance in a year or so uh if not before that yeah so so short medium term,a tighter supply demand balance in a year or so isn t that before now yeah so short medium term,
uh,medium term all about demand medium longer term you know uh supply starts to enter the picture as matt described and,medium term all about demand medium longer term you know supply starts to enter the picture is matt described and,
uh,around how we how we think with that slope in uh trajectory looks like thank you our next question comes from,three scenarios around how we think what that slope and trajectory look like thank you our next question comes from,
uh,go ahead your line is open hey guys good morning uh morning paul one is that uh maybe it s a,please go ahead your line is open hey guys good morning um morning paul why is that maybe it s,
uh,hey guys good morning uh morning paul one is that uh maybe it s a little bit of a curve ball,open hey guys good morning um morning paul why is that maybe it s a little bit of a curveball,
uh,it s a little bit of a curve ball here uh if we look at trading and optimization or commercial operation,maybe it s a little bit of a curveball here if we look at trading and optimization or commercial operation,
uh,more aggressive and looking at it as a profit center uh and they seems doing quite well and have a good,looking at idea that s a profit center and they seem to be doing quite well and have a good,
uh,trade around your physical assets so from that stand point uh will conoco uh should look at that operation and see,logic to trade around your physical asset so from that standpoint wheel conical should look at that operation and see,
uh,physical assets so from that stand point uh will conoco uh should look at that operation and see whether that it,around your physical asset so from that standpoint wheel conical should look at that operation and see whether that it,
uh,that operation and see whether that it will allow you uh to have a higher performance and higher return or that,that operation and see whether that it will allow you to have a higher performance and higher return or that,
uh,a higher performance and higher return or that you think uh facilitation is better and you don t want to take,higher performance and higher return or that you think facilitation it s better and you don t want to take,
uh,don t want to take on that swing in earnings uh and a higher risk so that s the first question,don t want to take on that swing in learning and the higher risk so that s the first question,
uh,and a higher risk so that s the first question uh the second question uh with the uh let s for,swing in learning and the higher risk so that s the first question the second question with the last four,
uh,so that s the first question uh the second question uh with the uh let s for argument say if you,the higher risk so that s the first question the second question with the last four arguments say if you,
uh,the first question uh the second question uh with the uh let s for argument say if you decide uh your,risk so that s the first question the second question with the last four arguments say if you decide your,
uh,the uh let s for argument say if you decide uh your longer term 10 year plan has changed due to,question with the last four arguments say if you decide your longer term 10 year plan have changed due to,
uh,of the concho assets what other asset in your portfolio uh would take more of the back seat and seeing lesser,addition of the control asset what other asset in your portfolio will take more of the backseat and seeing lesser,
uh,more of the back seat and seeing lesser capital investment uh you you can say say the uh the number one,your portfolio will take more of the backseat and seeing lesser capital investment if you can say the number one,
uh,lesser capital investment uh you you can say say the uh the number one number on two on that uh if,of the backseat and seeing lesser capital investment if you can say the number one number two on that if,
